mode,iSub,iSession,iTrial,text,un_pro,un_pro_items,un_pro_count,unprocessed_category,n_constraints,matched_rules,A,b,fidelity,fidelity_status,style_tags
region,208,1,114,四者有三个很长。,['四者有三个很长'],四者有三个很长,1,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,208,1,120,四者都较短。,['四者都较短'],四者都较短,1,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,208,1,160,我真的不知道，没什么区别。,"['我真的不知道', '没什么区别']",我真的不知道；没什么区别,2,meta_or_uncertain,0,[],[],[],,unsupported,['meta']
region,208,1,172,三个长，一个短。,"['三个长', '一个短']",三个长；一个短,2,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,208,1,177,四者都很长。,['四者都很长'],四者都很长,1,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,208,1,182,四者都差不多长。,['四者都差不多长'],四者都差不多长,1,global_balance,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,208,1,195,四者均匀的很长。,['四者均匀的很长'],四者均匀的很长,1,global_balance,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,208,1,209,就都挺长。,['就都挺长'],就都挺长,1,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,208,1,210,就都挺短。,['就都挺短'],就都挺短,1,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,208,1,244,长度比较均匀。,['长度比较均匀'],长度比较均匀,1,global_balance,0,[],[],[],,unsupported,"['direct_absolute', 'comparison', 'equality']"
region,208,1,283,均匀的长。,['均匀的长'],均匀的长,1,global_balance,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,208,1,284,头和脖子，较短。,"['头和脖子', '较短']",头和脖子；较短,2,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,208,1,289,都非常短。,['都非常短'],都非常短,1,other_unparsed,0,[],[],[],,unsupported,['direct_absolute']
region,208,1,297,两长两短。,['两长两短'],两长两短,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,209,1,18,所有部位都是中等偏长，而且长度差不多。,['而且长度差不多'],而且长度差不多,1,global_balance,4,['universal_quantifier'],"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",1.0,ok,"['direct_absolute', 'equality']"
region,209,1,21,脖子很长，头，中等长度，尾巴和腿比较短。,"['头', '中等长度']",头；中等长度,2,other_unparsed,3,"['general_case', 'general_case']","[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,1,40,头、脖子、腿都长尾巴，中等长度。,['中等长度'],中等长度,1,other_unparsed,4,['general_case'],"[[0.0, -1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5, -0.5, -0.5]",1.0,ok,['direct_absolute']
region,209,1,58,头、脖子和腿，尾巴长，短。,"['头、脖子和腿', '短']",头、脖子和腿；短,2,other_unparsed,1,['general_case'],"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],0.0,mismatch,['direct_absolute']
region,209,1,78,所有部位都是中等长度，而且都差不多长。,['而且都差不多长'],而且都差不多长,1,global_balance,8,['universal_quantifier'],"[[-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.25, 0.75, -0.25, 0.75, -0.25, 0.75, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'equality']"
region,209,1,88,头和尾巴长，脖子和腿短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,4,"['general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, -0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,1,90,头长，尾巴长，脖子和腿中等偏短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,4,"['general_case', 'general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, -0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,1,107,头和脖子，所有部位都差不多长，其中头和脖子长度接近，并且是中等偏长。,"['头和脖子', '并且是中等偏长']",头和脖子；并且是中等偏长,2,other_unparsed,12,"['equality', 'equality']","[[1.0, -1.0, 0.0, 0.0], [-1.0, 1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, -1.0], [-1.0, 0.0, 0.0, 1.0], [0.0, 1.0, -1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 1.0, 0.0, -1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, 1.0, -1.0], [0.0, 0.0, -1.0, 1.0]]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0,mismatch,"['direct_absolute', 'equality']"
region,209,1,117,腿长，头短，脖子和尾巴中等，并且接近。,['并且接近'],并且接近,1,other_unparsed,6,"['general_case', 'general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5, -0.25, 0.75, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'equality']"
region,209,1,135,脖子、腿、尾巴长，头中等偏短，头明显比脖子短。,['头明显比脖子短'],头明显比脖子短,1,other_unparsed,4,"['general_case', 'general_case']","[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, -0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,1,139,头和尾巴中等偏长，脖子和腿短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,4,"['general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, -0.5, 0.5, 0.5]",0.75,mismatch,"['direct_absolute', 'comparison']"
region,209,1,141,头最长，脖子中等，尾巴和腿短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,7,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, -0.25, 0.75, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,209,1,144,头长，脖子短，腿和尾巴中等，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,6,"['general_case', 'general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5, -0.25, 0.75, -0.25, 0.75]",0.8333333333333334,mismatch,"['direct_absolute', 'comparison']"
region,209,1,152,头最长，脖子短，腿和尾巴中等，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,8,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5, -0.25, 0.75, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,209,1,153,头最长，腿和尾巴中等偏长，脖子短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,6,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0]]","[-0.0, -0.0, -0.0, -0.5, -0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,209,1,156,腿长，头短，脖子和尾巴中等，腿明显比尾巴长。,['腿明显比尾巴长'],腿明显比尾巴长,1,other_unparsed,6,"['general_case', 'general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5, -0.25, 0.75, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,1,157,头最长，腿中等，脖子和尾巴短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,7,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, -0.25, 0.75, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,209,1,160,头和尾巴长，脖子和腿短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,4,"['general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, -0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,1,163,头最长，脖子、腿中等，尾巴短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,8,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, -0.25, 0.75, -0.25, 0.75, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,209,1,169,头长，脖子短，头、腿、尾巴中等长度，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,8,"['general_case', 'general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5, -0.25, 0.75, -0.25, 0.75, -0.25, 0.75]",0.875,mismatch,"['direct_absolute', 'comparison']"
region,209,1,186,头最长，尾巴中等，脖子中等偏短，腿短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,7,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.0, -0.0, -0.0, -0.25, 0.75, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,209,1,190,腿长，脖子长，头和尾巴短，腿明显比尾巴长。,['腿明显比尾巴长'],腿明显比尾巴长,1,other_unparsed,4,"['general_case', 'general_case', 'general_case']","[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, -0.5, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,1,191,脖子长，腿长，头中等，尾巴短，腿明显比尾巴长。,['腿明显比尾巴长'],腿明显比尾巴长,1,other_unparsed,5,"['general_case', 'general_case', 'general_case', 'general_case']","[[-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, -0.5, -0.25, 0.75, 0.5]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,1,198,头最长，脖子短，腿和尾巴中等，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,8,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, 0.5, -0.25, 0.75, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,209,1,201,头最长，腿中等，脖子和尾巴短，头明显比脖子长。,['头明显比脖子长'],头明显比脖子长,1,other_unparsed,7,"['superlative', 'superlative', 'superlative', 'general_case', 'general_case']","[[1.0, -1.0, 0.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.0, -0.0, -0.0, -0.25, 0.75, 0.5, 0.5]",1.0,ok,"['direct_absolute', 'superlative', 'comparison']"
region,209,1,272,腿长，尾巴，中等偏短。,"['尾巴', '中等偏短']",尾巴；中等偏短,2,other_unparsed,1,['general_case'],"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1.0,ok,['direct_absolute']
region,209,1,320,脖子长，头中等，总体来说比较长。,['总体来说比较长'],总体来说比较长,1,other_unparsed,3,"['general_case', 'general_case']","[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.25, 0.75]",1.0,ok,"['direct_absolute', 'comparison']"
region,209,2,124,头长，脖子中等，偏长。,['偏长'],偏长,1,other_unparsed,3,"['general_case', 'general_case']","[[0.0, -1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, -0.25, 0.75]",1.0,ok,['direct_absolute']
region,210,1,29,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,30,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,32,又有两个部位一样长。,['又有两个部位一样长'],又有两个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,38,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,39,躯干是最长。,['躯干是最长'],躯干是最长,1,body_geometry,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'body_ref']"
region,210,1,40,有两个部位一样长。,['有两个部位一样长'],有两个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,58,几个部位都比躯干短。,['几个部位都比躯干短'],几个部位都比躯干短,1,"count_abstract, body_geometry",0,[],[],[],,unsupported,"['direct_absolute', 'comparison', 'body_ref']"
region,210,1,64,有三个部位一样长。,['有三个部位一样长'],有三个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,73,躯干是最长。,['躯干是最长'],躯干是最长,1,body_geometry,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'body_ref']"
region,210,1,75,躯干最长。,['躯干最长'],躯干最长,1,body_geometry,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'body_ref']"
region,210,1,78,躯干最长。,['躯干最长'],躯干最长,1,body_geometry,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'body_ref']"
region,210,1,81,躯干最长。,['躯干最长'],躯干最长,1,body_geometry,0,[],[],[],,unsupported,"['direct_absolute', 'superlative', 'body_ref']"
region,210,1,86,两个部位一样长。,['两个部位一样长'],两个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,90,两个部位一样长。,['两个部位一样长'],两个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,93,两个部位一样长。,['两个部位一样长'],两个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,106,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,108,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,127,两部位一样长。,['两部位一样长'],两部位一样长,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,210,1,135,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,137,有三个部位比躯干长。,['有三个部位比躯干长'],有三个部位比躯干长,1,"count_abstract, body_geometry",0,[],[],[],,unsupported,"['direct_absolute', 'comparison', 'body_ref', 'count_abstract']"
region,210,1,138,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,141,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,142,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,144,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,161,三个部位明显长。,['三个部位明显长'],三个部位明显长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'count_abstract']"
region,210,1,164,两个部位几乎一样长。,['两个部位几乎一样长'],两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,167,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,170,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,179,两个部位一样长。,['两个部位一样长'],两个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,180,两个部位一样长。,['两个部位一样长'],两个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,190,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,193,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,210,有三个部位一样长。,['有三个部位一样长'],有三个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,223,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,224,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,235,几个部位几乎一样长。,['几个部位几乎一样长'],几个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,210,1,241,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,255,有两个部位一样长。,['有两个部位一样长'],有两个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,257,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,259,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,260,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,262,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,264,有两个部位几乎一样长。,['有两个部位几乎一样长'],有两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,272,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,277,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,278,三个部位长度相似。,['三个部位长度相似'],三个部位长度相似,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,285,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,290,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,299,有两个部位长得相似。,['有两个部位长得相似'],有两个部位长得相似,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,303,两部位长相似。,['两部位长相似'],两部位长相似,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,210,1,310,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,314,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,1,317,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,9,两个部位几乎一样长。,['两个部位几乎一样长'],两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,32,头和腿几乎一样长，而且最短。,['而且最短'],而且最短,1,other_unparsed,2,['equality'],"[[0.0, 1.0, -1.0, 0.0], [0.0, -1.0, 1.0, 0.0]]","[0.1, 0.1]",0.0,mismatch,"['direct_absolute', 'superlative', 'equality']"
region,210,2,36,脖子和尾巴，几乎一样长。,"['脖子和尾巴', '几乎一样长']",脖子和尾巴；几乎一样长,2,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
region,210,2,39,脖子。,['脖子'],脖子,1,other_unparsed,0,[],[],[],,unsupported,['other']
region,210,2,51,有三个部位几乎一样长。,['有三个部位几乎一样长'],有三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,64,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,76,两个部位几乎一样长。,['两个部位几乎一样长'],两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,78,三个部位几乎一样长。,['三个部位几乎一样长'],三个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,101,头，第三长。,"['头', '第三长']",头；第三长,2,"count_abstract, ordinal_or_secondary",0,[],[],[],,unsupported,"['direct_absolute', 'ranking', 'count_abstract']"
region,210,2,112,两个部位几乎一样长。,['两个部位几乎一样长'],两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,116,两个部位几乎一样长。,['两个部位几乎一样长'],两个部位几乎一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,158,头，头比脖子短。,['头'],头,1,other_unparsed,1,['comparison'],"[[-1.0, 1.0, 0.0, 0.0]]",[-0.0],1.0,ok,"['direct_absolute', 'comparison']"
region,210,2,199,有三个部位一样长。,['有三个部位一样长'],有三个部位一样长,1,count_abstract,0,[],[],[],,unsupported,"['direct_absolute', 'equality', 'count_abstract']"
region,210,2,214,两两长度一样。,['两两长度一样'],两两长度一样,1,other_unparsed,0,[],[],[],,unsupported,"['direct_absolute', 'equality']"
